 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |  redshift  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |      morph. type      |   ang. size   |#bib|#not
1   |UGC 836                            |G  |01 18 59.4210922213 +44 17 11.036445854|0.038417    |     ~|16.0  |     ~|     ~|     ~|~              |E D ~                  |0.463 0.417    |   8|   0
169 |NGC 1547                           |G  |04 17 12.3872335418 -17 51 26.492863846|0.031925    |     ~|14.41 |     ~|13.05 |     ~|~              |Sb D ~                  |0.737 0.427    |  23|   0
170 |ESO 484-4                          |G  |04 18 38.10 -22 29 35.7                |0.01421     |     ~|15.64 |     ~|14.85 |     ~|~              |Sb D ~                  | 0.93  0.35    |   5|   0
171 |ESO 360-4                          |G  |04 16 26.871 -35 43 58.35              |0.014757    |     ~|15.03 |     ~|13.68 |     ~|~              |Sb D ~                  |0.427 0.222    |  11|   0
172 |UGC 3038                           |G  |04 25 01.306 +07 10 15.63              |0.027356    |     ~|15.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.953 0.286    |  24|   0
173 |UGC 3029                           |G  |04 23 58.837 -00 49 37.07              |0.016658    |     ~|15.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.507 0.375    |  17|   0
174 |ESO 550-26                         |G  |04 21 36.746 -17 55 43.41              |0.029804    |     ~|15.69 |     ~|13.95 |     ~|~              |Sb D ~                  |0.543 0.196    |  12|   0
175 |ESO 303-20                         |G  |04 28 17.8522355228 -40 28 10.355506356|0.029997    |     ~|14.96 |     ~|13.85 |     ~|~              |Sb D ~                  |0.427 0.384    |   9|   0
176 |NGC 1585                           |G  |04 27 33.003 -42 09 54.98              |0.015603    |     ~|14.23 |     ~|13.23 |13.8  |~              |Sb D ~                  |0.473 0.341    |  18|   0
177 |ESO 250-21                         |G  |04 26 31.075 -42 26 28.23              |0.01516     |     ~|14.97 |     ~|14.04 |     ~|~              |Sb D ~                  |0.413 0.256    |   7|   0
178 |UGC 3076                           |G  |04 31 26.332 +08 09 38.02              |0.013443    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.453 0.227    |  12|   0
179 |NGC 1625                           |G  |04 37 05.7 -03 18 11                   |0.016026    |     ~|13    |     ~|     ~|     ~|~              |Sb D ~                  | 2.51  0.60    |  38|   0
180 |ESO 551-22                         |G  |04 38 26.459 -21 44 43.42              |0.0287      |     ~|15.24 |     ~|14.03 |     ~|~              |Sb D ~                  |0.670 0.201    |  16|   0
181 |ESO 485-1                          |G  |04 37 11.204 -24 05 43.18              |0.01798     |     ~|15.15 |     ~|14.11 |     ~|~              |Sb D ~                  |0.343 0.288    |   7|   0
182 |ESO 361-1                          |G  |04 39 10.331 -37 15 08.71              |0.041575    |     ~|15.63 |     ~|14.48 |     ~|~              |Sb D ~                  |0.373 0.254    |   7|   0
183 |ESO 360-16                         |G  |04 34 36.758 -36 24 31.01              |0.047527    |     ~|15.85 |     ~|14.05 |     ~|~              |Sb D ~                  |0.693 0.180    |  12|   0
184 |UGC 3183                           |G  |04 51 19.7364562089 +23 12 28.824571124|0.014677    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.933 0.635    |  15|   0
185 |NGC 1656                           |G  |04 45 53.3845624688 -05 08 12.216216633|0.012836    |     ~|14    |     ~|12.33 |     ~|~              |Sb D ~                  |1.023 0.573    |  25|   0
186 |ESO 551-33                         |G  |04 45 50.189 -17 40 31.26              |0.03336     |     ~|16.13 |     ~|15.30 |     ~|~              |Sb D ~                  |0.363 0.174    |   3|   0
187 |ESO 304-17                         |G  |04 44 07.67 -41 11 00.9                |-0.00008    |     ~|14.71 |     ~|13.47 |     ~|~              |Sb D ~                  | 0.62  0.50    |   5|   0
188 |NGC 1658                           |G  |04 44 01.3468288549 -41 27 48.418944963|0.017355    |     ~|14.38 |     ~|13.17 |     ~|~              |Sb D ~                  |0.473 0.199    |  22|   0
189 |ESO 552-24                         |G  |04 56 15.6 -17 25 26                   |0.021789    |     ~|15.64 |     ~|14.73 |15.0  |~              |Sb D ~                  | 1.07  0.68    |   7|   0
190 |NGC 1739                           |G  |05 01 47.338 -18 10 00.29              |0.013190    |     ~|14.24 |     ~|13.22 |14.0  |~              |Sb D ~                  |0.417 0.283    |  22|   0
191 |NGC 1738                           |G  |05 01 46.708 -18 09 25.29              |0.013269    |     ~|13.70 |     ~|12.65 |     ~|~              |Sb D ~                  |0.770 0.431    |  26|   0
192 |ESO 552-43                         |G  |04 59 35.286 -19 11 56.31              |0.022837    |     ~|14.83 |     ~|13.83 |14.1  |~              |Sb D ~                  |0.560 0.280    |  26|   0
193 |ESO 486-21                         |G  |05 03 19.9 -25 25 26                   |0.002776    |14.89 |14.41 |14.03 |13.87 |14.0  |~              |Sb D ~                  |0.602 0.417    |  45|   0
194 |ESO 486-20                         |G  |05 03 18.426 -25 41 49.42              |0.023045    |     ~|14.66 |     ~|     ~|     ~|~              |Sb D ~                  |0.513 0.185    |  12|   0
195 |ESO 486-7                          |G  |05 00 41.876 -25 04 33.07              |0.037696    |     ~|15.00 |     ~|13.35 |     ~|~              |Sb D ~                  |0.620 0.397    |  17|   0
196 |ESO 422-15                         |G  |04 58 38.161 -27 50 42.24              |0.019956    |     ~|14.53 |     ~|13.73 |14.3  |~              |Sb D ~                  |0.560 0.235    |   8|   0
197 |ESO 422-19                         |G  |04 59 30.399 -28 52 02.71              |0.01606     |     ~|15.55 |     ~|14.98 |     ~|~              |Sb D ~                  |0.250 0.125    |   5|   0
198 |IC 2106                            |G  |04 56 33.893 -28 30 14.10              |0.016750    |     ~|13.78 |     ~|12.74 |13.2  |~              |Sb D ~                  |1.100 0.616    |  34|   0
199 |ESO 422-24                         |G  |05 02 46.5873620237 -32 22 55.706259655|0.03965     |     ~|15.56 |     ~|14.49 |     ~|~              |Sb D ~                  |1.060 0.360    |   7|   0
200 |IC 401                             |G  |05 04 19.6248342662 -10 04 35.851103015|0.011235    |     ~|13.6  |     ~|13.8  |13.4  |~              |Sb D ~                  |1.110 0.400    |  34|   0
201 |ESO 553-21                         |G  |05 11 46.527 -17 50 10.92              |0.0473      |     ~|15.16 |     ~|13.57 |     ~|~              |Sb D ~                  |0.667 0.253    |  16|   0
202 |ESO 553-15                         |G  |05 09 56.812 -22 17 56.92              |0.032296    |     ~|14.88 |     ~|13.72 |     ~|~              |Sb D ~                  |0.290 0.244    |   8|   0
203 |ESO 553-26                         |G  |05 13 18.386 -22 13 32.85              |0.030358    |     ~|15.15 |     ~|13.70 |     ~|~              |Sb D ~                  |0.503 0.221    |  20|   0
204 |ESO 486-25                         |G  |05 04 59.9636502785 -25 12 32.996798342|0.045537    |     ~|15.65 |     ~|14.18 |     ~|~              |Sb D ~                  |0.460 0.184    |   8|   0
205 |ESO 486-34                         |G  |05 12 20.610 -26 03 28.44              |0.03609     |     ~|14.92 |     ~|13.35 |     ~|~              |Sb D ~                  |0.463 0.371    |  10|   0
206 |ESO 553-32                         |G  |05 18 52.8514677499 -17 31 01.261801778|0.023380    |     ~|15.54 |     ~|14.12 |     ~|~              |Sb D ~                  |0.503 0.242    |  13|   0
207 |ESO 553-39                         |G  |05 23 03.695 -17 57 40.31              |0.041839    |     ~|15.75 |     ~|14.31 |     ~|~              |Sb D ~                  |0.553 0.188    |  12|   0
208 |ESO 486-47                         |G  |05 16 59.940 -23 27 58.70              |0.014555    |     ~|15.99 |     ~|15.67 |15.3  |~              |Sb D ~                  |0.180 0.144    |   6|   0
209 |ESO 486-55                         |G  |05 20 15.2170026961 -25 42 48.232932349|0.03342     |     ~|15.18 |     ~|13.81 |     ~|~              |Sb D ~                  |0.397 0.357    |  11|   0
210 |ESO 362-22                         |G  |05 23 27.0639171316 -32 50 29.580218883|0.05067     |     ~|15.41 |     ~|14.36 |     ~|~              |Sb D ~                  |0.343 0.185    |   6|   0
211 |ESO 554-13                         |G  |05 34 57.6247085339 -18 47 30.910203207|0.0608      |     ~|15.47 |     ~|14.61 |     ~|~              |Sb D ~                  |0.283 0.232    |   6|   0
212 |ESO 487-11                         |G  |05 27 12.9726318055 -25 23 00.109463686|0.04672     |     ~|15.34 |     ~|14.20 |     ~|~              |Sb D ~                  |0.433 0.355    |   8|   0
213 |ESO 423-19                         |G  |05 32 38.743 -29 37 38.07              |0.035718    |     ~|14.73 |     ~|13.52 |     ~|~              |Sb D ~                  |0.723 0.333    |  14|   0
214 |ESO 363-2                          |G  |05 27 40.596 -37 14 59.81              |0.046180    |     ~|16.05 |     ~|14.68 |     ~|~              |Sb D ~                  |0.587 0.223    |   8|   0
215 |UGC 3331                           |G  |05 37 54.3022758366 +00 07 23.925058019|0.035999    |     ~|16.0  |     ~|     ~|     ~|~              |Sb D ~                  |0.580 0.371    |   9|   0
216 |ESO 487-32                         |G  |05 40 58.7585395762 -26 19 32.599966126|0.038230    |     ~|15.29 |     ~|14.04 |     ~|~              |Sb D ~                  |0.437 0.262    |   5|   0
217 |ESO 487-37                         |G  |05 42 31.042 -26 47 23.40              |0.0430      |     ~|15.09 |     ~|14.10 |     ~|~              |Sb D ~                  |0.640 0.205    |  16|   0
218 |ESO 363-17                         |G  |05 43 11.3179232894 -34 36 51.043625329|0.02521     |     ~|14.62 |     ~|13.57 |     ~|~              |Sb D ~                  |0.473 0.435    |  11|   0
219 |ESO 253-28                         |G  |05 48 40.040 -42 32 39.67              |0.05256     |     ~|16.15 |     ~|     ~|     ~|~              |Sb D ~                  |0.407 0.155    |   3|   0
220 |ESO 253-21                         |G  |05 44 58.134 -44 52 57.60              |0.04400     |     ~|16.50 |     ~|15.51 |     ~|~              |Sb D ~                  |0.330 0.119    |   3|   0
221 |IC 2151                            |G  |05 52 36.423 -17 47 14.50              |0.010556    |     ~|14.16 |     ~|13.01 |     ~|~              |Sb D ~                  |0.627 0.351    |  36|   0
222 |ESO 555-11                         |G  |05 53 33.3655995898 -20 16 00.627852502|0.028293    |     ~|14.90 |     ~|13.70 |     ~|~              |Sb D ~                  |0.443 0.319    |  15|   0
223 |NGC 2131                           |G  |05 58 47.523 -26 39 11.03              |0.005581    |     ~|14.59 |     ~|13.85 |13.9  |~              |Sb D ~                  |0.527 0.305    |  17|   0
224 |ESO 363-30                         |G  |05 49 29.145 -32 45 16.70              |0.03343     |     ~|15.88 |     ~|14.73 |     ~|~              |Sb D ~                  |0.450 0.225    |   6|   0
225 |ESO 424-32                         |G  |05 51 49.9473059876 -31 44 46.276581003|0.04869     |     ~|15.23 |     ~|13.81 |     ~|~              |Sb D ~                  |0.607 0.279    |  11|   0
226 |ESO 424-30                         |G  |05 51 23.000 -31 01 46.01              |0.03271     |     ~|15.67 |     ~|13.94 |     ~|~              |Sb D ~                  |0.357 0.207    |   4|   0
227 |ESO 364-12                         |G  |05 53 51.9640900425 -32 44 37.133148172|0.027034    |     ~|14.07 |     ~|12.98 |13.6  |~              |Sb D ~                  |0.520 0.437    |  19|   0
228 |ESO 307-8                          |G  |05 56 53.0662641208 -42 16 58.170599049|0.03521     |     ~|16.03 |     ~|14.46 |     ~|~              |Sb D ~                  |0.643 0.180    |  11|   0
229 |ESO 254-1                          |G  |05 53 35.764 -44 44 09.38              |0.04480     |     ~|15.81 |     ~|14.26 |     ~|~              |Sb D ~                  |0.493 0.266    |   6|   0
230 |UGC 3395                           |G  |06 03 57.8298072965 +08 39 14.306063239|0.017972    |     ~|16.5  |     ~|     ~|     ~|~              |Sb D ~                  |0.517 0.320    |  13|   0
231 |ESO 489-4                          |G  |06 06 45.3722118283 -26 20 23.162783820|0.04631     |     ~|14.99 |     ~|14.14 |     ~|~              |Sb D ~                  |0.493 0.266    |   6|   0
232 |ESO 254-16                         |G  |06 06 42.8286903584 -43 43 51.977134004|0.04013     |     ~|15.46 |     ~|13.86 |     ~|~              |Sb D ~                  |0.447 0.241    |  10|   0
233 |ESO 365-3                          |G  |06 18 04.195 -32 48 33.66              |0.024555    |     ~|15.87 |     ~|14.76 |     ~|~              |Sb D ~                  |0.480 0.163    |   6|   0
234 |ESO 254-43                         |G  |06 14 03.5903490026 -42 51 28.294856325|0.031212    |     ~|15.10 |     ~|13.80 |     ~|~              |Sb D ~                  |0.640 0.307    |  14|   0
235 |ESO 307-24                         |G  |06 13 27.4872298072 -42 27 11.540023361|0.038914    |     ~|15.28 |     ~|13.86 |     ~|~              |Sb D ~                  |0.597 0.418    |  14|   0
236 |NGC 2200                           |G  |06 13 17.6021203590 -43 39 47.249356687|0.015742    |     ~|14.89 |     ~|13.79 |14.2  |~              |Sb D ~                  |0.437 0.384    |  11|   0
237 |ESO 255-5                          |G  |06 21 35.332 -44 42 27.07              |0.015494    |     ~|14.55 |     ~|13.56 |     ~|~              |Sb D ~                  |0.623 0.386    |  13|   0
238 |ESO 556-20                         |G  |06 23 23.3150338225 -22 22 03.283186603|0.02368     |     ~|15.17 |     ~|14.10 |     ~|~              |Sb D ~                  |0.383 0.337    |   6|   0
239 |ESO 489-46                         |G  |06 23 44.0152891652 -23 24 29.310103066|0.039341    |     ~|15.35 |     ~|13.92 |     ~|~              |Sb D ~                  |0.543 0.272    |  12|   0
240 |ESO 308-11                         |G  |06 28 43.402 -39 28 28.35              |0.03722     |     ~|15.69 |     ~|14.31 |     ~|~              |Sb D ~                  |0.477 0.229    |   9|   0
241 |ESO 490-31                         |G  |06 42 22.028 -26 53 35.14              |0.006645    |     ~|15.22 |     ~|13.84 |     ~|~              |Sb D ~                  |0.383 0.192    |   9|   0
242 |ESO 490-28                         |G  |06 40 20.751 -27 05 51.39              |0.007185    |     ~|14.91 |     ~|13.53 |14.3  |~              |Sb D 2009ARep...53..801S|0.570 0.182    |  33|   0
243 |ESO 490-32                         |G  |06 42 37.401 -25 24 55.15              |0.04535     |     ~|15.78 |     ~|14.38 |     ~|~              |Sb D ~                  |0.513 0.195    |   5|   0
244 |ESO 366-13                         |G  |06 43 49.239 -35 25 56.39              |0.05444     |     ~|15.83 |     ~|14.40 |     ~|~              |Sb D ~                  |0.440 0.246    |   5|   0
