identifier,typ,redshift,Mag U,Mag B,Mag V,Mag R,Mag I,bib,note,MorphType,RA,Dec,Ang_maj_amin,Ang_min_amin,ang_diam_dist,EstDist_Mpc,length_maj,velocity_km_s,RA_deg,Dec_deg
ESO 509-106                        ,G  ,0.022485,~,15.76,~,14.85,~,7,0,Ir,45:32.2,-25:20:22.53,0.473,0.123,96.81268287,149.3006401,43445.55891,6627.621947,206.3841875,-25.33959167
ESO 510-57                         ,G  ,0.02051,~,15.23,~,14.33,~,5,0,Ir,04:23.1,-27:09:04.39,0.283,0.249,88.52097082,249.5378189,23767.55985,6054.315628,211.0962208,-27.15121944
LEDA 3097721                       ,G  ,0.005271,~,17.7,~,~,~,10,0,Ir,35:25.0,-17:09:47,1.78,0.98,23.17682494,39.67370941,39140.46088,1573.849536,218.8541667,-17.16305556
LEDA 3097722                       ,G  ,0.0054,~,18.2,~,~,~,9,0,Ir,05:40.7,-04:34:21,1.29,1.02,23.74028504,54.74356802,29055.45173,1612.208905,241.4195833,-4.5725
ESO 302-24                         ,G  ,0.014984,~,14.7,~,14.06,14.5,13,0,Ir,59:14.6,-42:16:26.53,0.35,0.21,65.10715924,201.7691507,21619.6562,4441.343439,59.81088333,-42.27403611
ESO 249-27                         ,G  ,0.004103,~,15.47,14.7,14.84,14.6,26,0,Ir,54:29.3,-44:45:12.9,1.58,0.46,18.06696669,44.69569794,27082.84743,1226.191242,58.62220833,-44.75358333
ESO 249-15                         ,G  ,0.003873,~,15.86,~,15.09,~,5,0,Ir,42:43.5,-43:18:08.4,0.91,0.36,17.05901392,77.6035195,14728.11981,1157.658306,55.68108333,-43.30233333
6dFGS gJ031630.6-420214            ,G  ,0.062393,~,16.29,~,~,~,5,0,Ir,16:30.6,-42:02:12.91,0.227,0.195,256.1096213,311.0978094,55157.39457,17874.60316,49.12752083,-42.03691944
ESO 205-34                         ,G  ,0.003813,~,13.89,~,12.72,13.6,12,0,Ir,13:18.4,-51:19:01,1.29,1.1,16.79597594,54.74356802,20556.39464,1139.7762,93.32666667,-51.31694444
IC 1986                            ,G  ,0.005177,~,14.84,~,14.2,14.4,29,0,Ir,40:35.2,-45:21:20.9,1.32,0.23,22.76612906,53.49939602,28511.17509,1545.893015,55.14645833,-45.35580556
6dFGS gJ024229.0-400621            ,G  ,0.026605,~,16.27,~,~,~,4,0,Ir,42:28.9,-40:06:22.6,0.6,0.41,113.9817071,117.6986712,64884.11715,7818.283115,40.62054167,-40.10627778
LEDA 2815808                       ,G  ,0.003765,~,17.3,~,~,~,10,0,Ir,51:22.8,-55:27:08,0.72,0.58,16.5855176,98.08222603,11329.57238,1125.469339,117.845,-55.45222222
ESO 158-15                         ,G  ,0.005953,~,15.34,~,14.8,15.2,19,0,Ir,55:40.6,-56:14:08,1.38,0.69,26.15371463,51.17333532,34242.42077,1776.56362,73.91916667,-56.23555556
ESO 157-44                         ,G  ,0.00537,~,14.92,14.87,14.18,14.3,12,0,Ir,37:18.0,-55:55:26.5,1.1,0.63,23.60926375,64.19927522,24639.22943,1603.288791,69.32508333,-55.92402778
ESO 158-3                          ,G  ,0.004026,14.32,13.96,13.49,13.29,~,20,0,Ir,46:16.7,-57:20:35,0.792,0.757,17.72958512,89.16566003,13322.1938,1203.250279,71.56958333,-57.34305556
2MASX J03565569-5224077            ,G  ,0.034443,~,16.04,~,~,~,6,0,Ir,56:55.7,-52:24:07.74,0.263,0.147,146.1725493,268.5140789,36473.17431,10063.99022,59.23205417,-52.40215
2MASX J02253936-4342212            ,G  ,0.02919,~,15.42,~,~,~,3,0,Ir,25:39.4,-43:42:21.22,0.173,0.163,124.6663097,408.2034841,20461.9585,8561.718008,36.41402083,-43.70589444
6dFGS gJ020733.9-404648            ,G  ,0.073885,~,16.29,~,~,~,5,0,Ir,07:33.9,-40:46:47.91,0.227,0.186,299.2057301,311.0978094,64438.84627,21001.62082,31.89119167,-40.779975
ESO 121-38                         ,G  ,0.04668,~,15.83,~,14.72,~,5,0,Ir,33:32.3,-61:00:36.24,0.447,0.241,195.2207431,157.9847936,82791.44775,13520.6366,98.38465833,-61.01006667
2MASX J04351273-5927443            ,G  ,0.060551,~,15.45,~,~,~,7,0,Ir,35:12.7,-59:27:44.457075439,0.4,0.256,249.0905497,176.5480069,94529.90793,17368.96021,68.80301079,-59.46234919
IRAS 03013-5212                    ,G  ,0.07281,~,16.2,~,~,~,8,0,Ir,02:50.5,-52:01:08.90,0.31,0.192,295.2246017,227.8038798,86829.28637,20711.0977,45.71057917,-52.01913889
6dFGS gJ020525.0-424202            ,G  ,0.02816,~,15.26,~,~,~,4,0,Ir,05:24.9,-42:42:01.86,0.273,0.241,120.4170638,258.6783983,31189.08779,8265.826428,31.35370417,-42.70051667
6dFGS gJ015655.6-411532            ,G  ,0.03687,~,16.43,~,~,~,4,0,Ir,56:55.6,-41:15:33.4,0.48,0.42,156.0165183,147.1233391,71049.95571,10754.28775,29.23145833,-41.25927778
ESO 85-47                          ,G  ,0.004896,~,14.57,~,13.56,14.2,36,0,Ir,07:43.9,-62:59:24,1.35,0.71,21.53784449,52.31052055,27585.95337,1462.29706,76.93291667,-62.99
ESO 85-14                          ,G  ,0.004533,~,13.42,~,12.57,~,32,0,Ir,54:43.2,-62:48:02.10,0.853,0.29,19.94987149,82.78921775,16145.11438,1354.253698,73.67985,-62.80058333
ESO 84-40                          ,G  ,0.004127,~,15.01,~,14.42,14.4,11,0,Ir,44:59.9,-62:42:24,0.87,0.54,18.17211152,81.17149741,14999.49503,1233.341123,71.24958333,-62.70666667
2MASX J04222258-6221289            ,G  ,0.01862,~,16.13,~,~,~,4,0,Ir,22:22.6,-62:21:28.643661661,0.183,0.125,80.54856679,385.8972828,13984.94941,5504.126221,65.59422667,-62.35795657
IC 1979                            ,G  ,0.004899,~,14.95,~,14.02,~,7,0,Ir,36:58.9,-57:58:25,1.23,0.43,21.55096233,57.41398597,25149.17666,1463.189732,54.24541667,-57.97361111
2MASX J03193703-5532136            ,G  ,0.04516,~,16.42,~,~,~,8,0,Ir,19:37.1,-55:32:13.963645002,0.287,0.247,189.2071218,246.0599399,51519.46783,13094.47825,49.90452919,-55.53721212
ESO 154-23                         ,G  ,0.001912,~,12.63,~,12.18,12.5,97,0,Ir,56:50.4,-54:34:17,4.255,0.888,8.441920428,16.5967574,34079.46836,572.3632468,44.21,-54.57138889
ESO 85-24                          ,G  ,0.0165,~,14.11,~,13.3,~,9,0,Ir,58:04.8,-63:55:13.33,0.603,0.241,71.56202784,117.1131057,40940.38695,4885.156887,74.51990417,-63.92036944
2MASX J02411474-5536253            ,G  ,0.06398,~,16.38,~,~,~,5,0,Ir,41:14.8,-55:36:25.610525170,0.357,0.243,262.132094,197.8128928,88785.16483,18309.25374,40.3116394,-55.60711403
2MASX J01441647-4616404            ,G  ,0.02318,~,15.99,~,~,~,3,0,Ir,44:16.5,-46:16:40.43,0.253,0.111,99.72102787,279.1272836,23936.42349,6828.974433,26.06865,-46.27789722
2MASX J01434114-4456548            ,G  ,0.02073,~,15.59,~,~,~,4,0,Ir,43:41.1,-44:56:54.87,0.293,0.199,89.44658535,241.0211698,24864.70887,6118.259677,25.92144583,-44.948575
2MASX J02324486-5942580            ,G  ,0.05149,~,16.01,~,~,~,3,0,Ir,32:44.9,-59:42:58.08,0.247,0.187,214.1056684,285.9077034,50173.81348,14863.34097,38.18692083,-59.71613333
2MASX J02274980-5747505            ,G  ,0.04728,~,15.95,~,~,~,4,0,Ir,27:49.8,-57:47:50.54,0.283,0.176,197.5884588,249.5378189,53051.7851,13688.61081,36.957525,-57.79737222
ESO 115-21                         ,G  ,0.001719,14.14,13.52,13.13,12.95,~,74,1,Ir,37:49.6,-61:19:53.77,0.313,0.175,7.591583243,225.6204561,2254.388127,514.6641471,39.4565125,-61.33160278
2MASX J01313053-5131320            ,G  ,0.0573,~,16.06,~,~,~,3,0,Ir,31:30.5,-51:31:32.427218436,0.28,0.151,236.6261493,252.2114384,62859.76603,16473.48999,22.8772068,-51.52567423
ESO 196-15                         ,G  ,0.05083,~,15.9,~,14.51,~,7,0,Ir,39:21.0,-50:59:39.320770673,0.4,0.2,211.5273675,176.5480069,80274.67359,14679.62665,24.83734719,-50.99425577
ESO 264-35                         ,G  ,0.00364,~,14.05,~,13,13.9,15,0,Ir,42:51.3,-47:36:56,1.62,1.05,16.03733239,43.59210046,24648.9905,1088.206977,160.71375,-47.61555556
2MASX J01565478-5923598            ,G  ,0.04583,~,16.38,~,~,~,3,0,Ir,56:54.7,-59:23:59.587598946,0.217,0.139,191.8605895,325.434114,39500.03684,13282.43479,29.22803939,-59.39988544
ESO 80-6                           ,G  ,0.005182,~,14.41,~,13.79,14.3,16,0,Ir,47:17.2,-62:58:13,1.48,0.81,22.78797697,47.71567753,31997.75286,1547.380165,26.82166667,-62.97027778
6dFGS gJ011148.1-544140            ,G  ,0.01821,~,16.25,~,~,~,3,0,Ir,11:48.0,-54:41:41.2,0.53,0.37,78.8142364,133.2437788,39630.77217,5384.570885,17.95016667,-54.69477778
6dFGS gJ005711.7-455223            ,G  ,0.02466,~,16.12,~,~,~,3,0,Ir,57:11.7,-45:52:24.2,0.58,0.4,105.8979263,121.7572461,58273.0087,7257.075134,14.29866667,-45.87338889
ESO 265-19                         ,G  ,0.009456,~,15.76,~,14.52,15.1,7,0,Ir,14:57.2,-47:28:22,0.83,0.72,41.36575438,85.0833768,32573.99562,2814.487345,168.7383333,-47.47277778
2dFGRS TGS890Z061                  ,G  ,0.0216,~,16.479,~,15.827,~,2,0,Ir,38:58.4,-45:49:06.9,0.7,0.6,93.10210103,100.8845753,61831.46182,6370.927509,9.743291667,-45.81858333
ESO 30-8                           ,G  ,0.005561,~,14.93,~,13.9,14.4,14,0,Ir,09:01.1,-75:56:21,1.95,0.43,24.44326761,36.21497577,45221.59397,1660.07324,32.25458333,-75.93916667
FRL 653                            ,G  ,0.011675,~,15.11,~,~,~,7,0,Ir,27:20.4,-47:20:10.67,0.263,0.137,50.93448384,268.5140789,12709.24203,3469.141214,6.834829167,-47.33629722
ESO 3-15                           ,G  ,0.016773,~,14.79,~,13.88,13.7,11,0,Ir,24:06.7,-84:09:37.22,0.48,0.192,72.7218726,147.1233391,33117.5563,4964.97258,51.02773333,-84.16033889
6dFGS gJ002806.0-581534            ,G  ,0.03478,~,16.31,~,~,~,3,0,Ir,28:06.0,-58:15:35.3,0.53,0.52,147.5429018,133.2437788,74190.13866,10159.9832,7.025083333,-58.25980556
6dFGS gJ003300.7-563614            ,G  ,0.03345,~,16.37,~,~,~,3,0,Ir,33:00.7,-56:36:16.1,0.68,0.57,142.1281534,103.8517687,91694.02114,9780.87106,8.252833333,-56.60447222
ESO 12-14                          ,G  ,0.006557,~,14.88,~,14.58,14.4,26,0,Ir,02:44.2,-80:20:47,1.7,0.55,28.78597625,41.5407075,46428.20321,1955.918468,0.684166667,-80.34638889
ESO 78-22                          ,G  ,0.005869,~,14.56,~,13.6,14,15,0,Ir,20:56.8,-63:51:26.5,2.24,0.36,25.78732898,31.5264298,54803.25722,1751.607225,5.23675,-63.85736111
6dFGS gJ000547.9-620714            ,G  ,0.01515,~,15.5,~,~,~,4,0,Ir,05:47.8,-62:07:15.1,0.87,0.63,65.81512727,81.17149741,54324.65419,4489.989097,1.449166667,-62.12086111
LEDA 128393                        ,G  ,0.011092,~,16.25,~,15.8,15.8,6,0,Ir,08:39.7,-53:55:02.4,0.68,0.6,48.42552388,103.8517687,31241.74137,3297.354307,2.165583333,-53.91733333
ESO 149-13                         ,G  ,0.005015,~,15.45,~,14.68,15.3,18,0,Ir,02:46.2,-52:46:17,1.23,0.41,22.05811129,57.41398597,25741.00075,1497.703262,0.6925,-52.77138889
6dFGS gJ000529.0-530136            ,G  ,0.03269,~,16.29,~,~,~,5,0,Ir,05:29.0,-53:01:36.14,0.287,0.252,139.0261422,246.0599399,37855.61978,9563.913189,1.370779167,-53.02670556
6dFGS gJ000729.9-475832            ,G  ,0.01805,~,16.41,~,~,~,3,0,Ir,07:29.8,-47:58:31.8,0.58,0.42,78.13695273,121.7572461,42996.83181,5337.89554,1.874291667,-47.9755
6dFGS gJ234558.0-645209            ,G  ,0.06973,~,16.39,~,~,~,4,0,Ir,45:58.1,-64:52:08.88,0.3,0.18,283.7611902,235.3973425,80765.56662,19876.4631,356.491975,-64.86913333
ESO 111-3                          ,G  ,0.0305,~,16.26,~,15.79,~,4,0,Ir,50:20.7,-61:32:12,0.4,0.28,130.055317,176.5480069,49356.01592,8937.413809,357.58625,-61.53666667
ESO 111-1                          ,G  ,0.01058,~,15.82,~,15.2,~,6,0,Ir,44:20.7,-60:32:20.0,0.83,0.5,46.21915454,85.0833768,36395.86804,3146.364463,356.0864167,-60.53888889
FRL 1053                           ,G  ,0.004003,~,15.89,~,~,~,9,0,Ir,50:07.4,-47:11:27.096507890,0.37,0.274,17.62879641,190.8627101,6188.371521,1196.397262,357.5307106,-47.19086014
2MASX J23135325-6837327            ,G  ,0.08548,~,16.39,~,~,~,5,0,Ir,13:53.3,-68:37:32.78,0.303,0.206,341.5010711,233.0666757,98171.78579,24109.85605,348.4718917,-68.62577222
2MASX J23313642-6356469            ,G  ,0.03099,~,15.44,~,~,~,3,0,Ir,31:36.4,-63:56:46.91,0.343,0.172,132.0666409,205.8868885,42977.31149,9077.759949,352.9017625,-63.94636389
2MASX J23295581-6016046            ,G  ,0.04264,~,16.42,~,~,~,3,0,Ir,29:55.8,-60:16:04.66,0.297,0.148,179.1882815,237.7750934,50491.47362,12385.9707,352.4825458,-60.26796111
2MASX J23361168-6056434            ,G  ,0.07127,~,16.36,~,~,~,5,0,Ir,36:11.7,-60:56:43.096378187,0.293,0.211,289.5034871,241.0211698,80477.3027,20294.19909,354.0485828,-60.94530455
6dFGS gJ232507.3-584102            ,G  ,0.04186,~,15.97,~,~,~,3,0,Ir,25:07.4,-58:41:02.1,0.48,0.48,176.074796,147.1233391,80184.49967,12166.16668,351.281,-58.68391667
ESO 240-16                         ,G  ,0.045578,~,15.9,~,14.6,~,17,0,Ir,44:48.2,-49:06:40.03,0.463,0.204,190.8630736,152.5252759,83840.70022,13211.76114,356.2009875,-49.11111944
6dFGS gJ222822.4-705712            ,G  ,0.03859,~,16.34,~,~,~,3,0,Ir,28:22.4,-70:57:13.3,0.52,0.32,162.9578357,135.8061591,80395.28591,11242.06585,337.09325,-70.95369444
IC 5272                            ,G  ,0.010766,~,14.84,~,13.89,~,13,0,Ir,59:30.8,-65:11:39.9,1.05,0.83,47.0210076,67.25638357,46841.76195,3201.229648,344.8782917,-65.19441667
FRL 203                            ,G  ,0.027502,~,15.196,~,14.004,~,7,0,Ir,08:34.6,-62:12:23.86,0.317,0.247,117.696911,222.7735102,35397.80393,8076.570573,347.1441042,-62.20662778
IC 5158                            ,G  ,0.01216,~,15.21,~,14.8,~,10,0,Ir,06:24.8,-67:31:01.28,0.293,0.229,53.01896665,241.0211698,14738.41808,3611.937256,331.6032083,-67.51702222
2MASX J22300140-6510472            ,G  ,0.06322,~,15.85,~,~,~,9,0,Ir,30:01.4,-65:10:47.20,0.367,0.249,259.2508553,192.4228958,90268.92169,18101.2178,337.5058583,-65.17977778
2MASX J22355564-6449499            ,G  ,0.04733,~,16.37,~,~,~,5,0,Ir,35:55.7,-64:49:50.389215186,0.35,0.252,197.7856134,201.7691507,65677.21603,13702.60239,338.9820718,-64.83066367
6dFGS gJ225317.1-605233            ,G  ,0.03512,~,16.13,~,~,~,3,0,Ir,53:17.2,-60:52:33.9,0.6,0.53,148.9243166,117.6986712,84775.20695,10256.7842,343.3214583,-60.87608333
ESO 219-27                         ,G  ,0.004203,~,17.94,~,16.89,~,9,0,Ir,06:29.8,-49:49:44,1.58,0.98,18.50502922,44.69569794,27739.51442,1255.980687,196.6241667,-49.82888889
2MASX J21220646-7129179            ,G  ,0.0451,~,16.21,~,~,~,5,0,Ir,22:06.4,-71:29:17.902422610,0.347,0.215,188.9692878,203.5135526,62211.78943,13077.63781,320.5266916,-71.48830623
2MASX J22210611-5949010            ,G  ,0.06682,~,16.05,~,~,~,3,0,Ir,21:06.1,-59:49:01.03,0.36,0.23,272.8523415,196.1644521,93192.7609,19084.80187,335.2754833,-59.81695278
ESO 146-29                         ,G  ,0.039931,~,15.44,~,14.54,~,10,0,Ir,29:19.6,-58:24:40.685404216,0.457,0.219,168.3495782,154.5277959,72992.83387,11621.54441,337.3315324,-58.4113015
2MASX J21215075-6810100            ,G  ,0.08668,~,15.85,~,~,~,4,0,Ir,21:50.7,-68:10:09.666105487,0.377,0.226,345.811732,187.3188402,123689.566,24428.93024,320.461453,-68.1693517
2MASX J21530631-6121003            ,G  ,0.0527,~,16.18,~,~,~,2,0,Ir,53:06.3,-61:20:59.878525926,0.303,0.2,218.8218917,233.0666757,62905.0322,15199.72115,328.2761296,-61.34996626
2MASX J22045003-5817344            ,G  ,0.021512,~,15.15,~,~,~,2,0,Ir,04:50.0,-58:17:34.43,0.223,0.125,92.73270072,316.6780392,19619.5826,6345.38493,331.2084958,-58.29289722
IC 4993                            ,G  ,0.03749,~,15.74,~,14.81,~,3,0,Ir,21:56.4,-66:59:07.29,0.303,0.255,158.5219621,233.0666757,45570.52797,10930.25109,305.4848958,-66.98535833
6dFGS gJ220632.4-551317            ,G  ,0.05161,~,16.3,~,~,~,2,0,Ir,06:32.4,-55:13:16.73,0.26,0.146,214.5740089,271.6123182,52930.06845,14896.72579,331.6351625,-55.22131389
2MASX J22353569-4733056            ,G  ,0.07074,~,16.35,~,~,~,5,0,Ir,35:35.7,-47:33:06.002240040,0.37,0.192,287.5296371,190.8627101,100933.7323,20150.52755,338.8987785,-47.55166729
ESO 237-19                         ,G  ,0.009335,~,15.59,~,14.87,15,15,0,Ir,57:19.9,-51:12:53,1.23,0.6,40.84248137,57.41398597,47661.6665,2778.726924,329.3329167,-51.21472222
2MASX J22163845-4831328            ,G  ,0.03476,~,15.43,~,~,~,3,0,Ir,16:38.5,-48:31:32.586751852,0.287,0.264,147.4616066,246.0599399,40152.524,10154.28757,334.1604402,-48.52571854
6dFGS gJ223710.8-441303            ,G  ,0.09651,~,16.29,~,~,~,5,0,Ir,37:10.7,-44:13:04.26,0.303,0.133,380.6623188,233.0666757,109429.5239,27024.77712,339.2946458,-44.21785
ESO 102-6                          ,G  ,0.022154,~,15.08,~,13.43,~,9,0,Ir,28:56.4,-66:09:02.59,0.923,0.259,95.42582186,76.51051218,83564.07351,6531.654187,262.2351375,-66.15071944
IRAS 20564-5755                    ,G  ,0.031642,~,16.44,~,~,~,11,0,Ir,00:17.0,-57:43:22.29,0.3,0.15,134.7392173,235.3973425,38350.16768,9264.353658,315.0708917,-57.72285833
2MASX J22031907-4918320            ,G  ,0.05605,~,16.43,~,~,~,3,0,Ir,03:19.1,-49:18:32.08,0.247,0.143,231.8075684,285.9077034,54322.10078,16128.14113,330.8295,-49.30891111
LEDA 58179                         ,G  ,0.003873,~,~,~,~,~,16,0,Ir,27:21.3,-60:27:22,1.817,1.033,17.05901392,38.8658243,29407.68538,1157.658306,246.83875,-60.45611111
ESO 142-48                         ,G  ,0.012555,~,14.85,~,14.06,14.6,9,0,Ir,50:43.6,-61:16:28,1.15,0.59,54.71480815,61.40800239,59697.30334,3728.158593,297.6816667,-61.27444444
2MASX J21190768-5105128            ,G  ,0.05179,~,16.39,~,~,~,3,0,Ir,19:07.7,-51:05:12.86,0.227,0.199,215.2762652,311.0978094,46363.26367,14946.79276,319.7820125,-51.08690556
LEDA 128867                        ,G  ,0.010926,~,15.89,~,~,~,6,0,Ir,45:13.7,-53:43:53,0.7,0.47,47.71048106,100.8845753,31685.73808,3248.413264,311.3070833,-53.73138889
ESO 273-8                          ,G  ,0.009584,~,16.1,~,15.8,18.4,3,0,Ir,55:51.2,-43:27:06,1.29,0.52,41.9191303,54.74356802,51304.32363,2852.309467,223.9633333,-43.45166667
ESO 184-55                         ,G  ,0.0092,~,15.26,~,14.19,~,3,0,Ir,19:08.9,-53:24:50.09,0.433,0.182,40.25848095,163.092847,16538.54399,2738.821251,289.7871417,-53.41391389
ESO 343-15                         ,G  ,0.016171,~,15.02,~,14,~,12,0,Ir,40:19.0,-39:26:04.73,0.813,0.195,70.1632363,86.862488,54119.29753,4788.92588,325.079225,-39.43464722
ESO 274-16                         ,G  ,0.004445,~,15.11,~,14.49,14.2,17,0,Ir,28:55.2,-42:46:55,1.02,0.6,19.56469485,69.23451249,18933.2532,1328.052385,232.23,-42.78194444
ESO 339-2                          ,G  ,0.009306,~,15.76,~,15.5,15.8,7,0,Ir,48:56.3,-41:48:57,1.17,0.29,40.71704574,60.35829294,45197.46884,2770.155278,297.2345833,-41.81583333
2MASX J20584176-3607459            ,G  ,0.04235,~,16.44,~,~,~,3,0,Ir,58:41.8,-36:07:45.93,0.223,0.214,178.0313907,316.6780392,37666.34153,12304.27662,314.6740125,-36.129425
LEDA 65499                         ,G  ,0.032139,~,16.44,~,15.57,15.9,5,0,Ir,50:10.9,-51:19:13,0.8,0.25,136.7735965,88.27400343,103811.2084,9406.471649,312.5454167,-51.32027778
2dFGRS TGS232Z244                  ,G  ,0.043651,~,16.184,~,15.014,~,8,0,Ir,33:28.2,-26:46:28.975088277,0.297,0.202,183.2150914,237.7750934,51626.14362,12670.51528,38.36739168,-26.7747153
2dFGRS TGS812Z107                  ,G  ,0.0338,~,15.877,~,15.445,~,4,0,Ir,04:39.3,-57:31:49.48,0.293,0.182,143.5547847,241.0211698,39905.91609,9880.706928,331.1639417,-57.53041111
2dFGRS TGS105Z008                  ,G  ,0.0236,~,15.969,~,15.233,~,4,0,Ir,46:29.3,-24:04:49.85,0.223,0.134,101.4761989,316.6780392,21469.45631,6950.556205,41.62215833,-24.08051389
2dFGRS TGS283Z099                  ,G  ,0.0197,~,16.28,~,16.057,~,5,0,Ir,34:07.1,-29:26:20,0.5,0.42,85.10873497,141.2384055,40373.47507,5818.707282,8.529583333,-29.43888889
2dFGRS TGS106Z024                  ,G  ,0.0221,~,15.981,~,15.228,~,5,0,Ir,46:56.4,-24:48:32.94,0.223,0.138,95.19946023,316.6780392,20141.47824,6515.993412,41.734875,-24.80915
APMBGC 053-049+085                 ,G  ,0.05931,~,15.33,~,15.3,~,2,0,Ir,48:06.9,-71:26:52.4,0.77,0.38,244.3440477,91.71325032,178502.5734,17027.59417,42.02858333,-71.44788889
2MASX J21165936-5919587            ,G  ,0.0605,~,15.1,~,~,~,6,0,Ir,16:59.4,-59:19:58.76,0.643,0.412,248.8957674,109.827687,151838.0007,17354.94263,319.2473458,-59.33298889
2MASX J21403915-2229208            ,G  ,0.00014,~,15.16,~,~,~,5,0,Ir,40:39.2,-22:29:20.87,0.45,0.333,0.619481951,156.9315617,264.4801993,41.96643081,325.1631458,-22.48913056
ESO 438-7                          ,G  ,0.007217,~,15.51,~,14.33,14.5,9,0,Ir,10:09.0,-30:19:42.30,0.45,0.126,31.65782612,156.9315617,13515.91947,2151.714826,167.5377042,-30.32841667
LEDA 2807122                       ,G  ,0.001506,~,17.4,~,~,~,10,0,Ir,47:54.9,+47:30:50,1.2,0.65,6.652659115,58.84933562,7574.055952,450.9660778,101.97875,47.51388889
UGC 12809                          ,G  ,0.046008,~,15.3,~,~,~,16,0,Sb,51:03.2,+46:43:25.212844433,0.5,0.44,192.5648174,141.2384055,91347.97807,13332.34022,357.7634036,46.72367023
UGC 243                            ,G  ,0.016975,~,14.9,~,~,~,19,0,Sb,25:29.9,+45:55:18.20,1.55,0.341,73.57957419,45.56077596,108203.4133,5024.009601,6.3746625,45.92172222
UGC 1037                           ,G  ,0.051843,~,15.4,~,~,~,16,0,Sb,27:46.7,+43:09:15.72,0.67,0.268,215.4829825,105.4017951,136974.5155,14961.53236,21.94447083,43.15436667
UGC 1886                           ,G  ,0.016338,~,13.1,~,~,~,42,0,Sb,26:00.5,+39:28:15.384460839,1.347,0.593,70.87340192,52.42702505,90573.85812,4837.77848,36.50204766,39.47094013
UGC 1993                           ,G  ,0.026725,~,14.3,~,~,~,49,0,Sb,31:40.1,+39:22:41.833275577,1.187,0.285,114.479195,59.49385235,128922.6662,7852.856024,37.91697196,39.37828702
NGC 48                             ,G  ,0.01676,~,15,~,~,~,24,0,Sb,14:02.2,+48:14:05.57,0.87,0.435,72.66665946,81.17149741,59979.99716,4961.172564,3.509229167,48.23488056
UGC 2610                           ,G  ,0.016925,~,15.7,~,13.61,~,19,0,Sb,14:57.9,+39:20:55.43,0.507,0.294,73.36731129,139.2883683,35290.88549,5009.398119,48.74144583,39.34873056
UGC 11453                          ,G  ,0.01289,~,14.4,~,~,~,33,0,Sb,31:08.0,+54:06:07.75,0.987,0.868,56.15176744,71.54934422,52581.45214,3826.672337,292.7835375,54.10215278
UGC 12154                          ,G  ,0.014008,~,16,~,~,~,15,0,Sb,40:35.8,+72:51:50.12,1.313,0.263,60.93882336,53.78461747,75912.06105,4155.087576,340.149325,72.86392222
UGC 11463                          ,G  ,0.04008,~,15.5,~,~,~,5,0,Sb,38:19.1,+61:36:09.129297235,0.38,0.312,168.9475788,185.8400072,60909.85437,11663.66461,294.579455,61.60253592
UGC 11335                          ,G  ,0.022188,~,16,~,~,~,13,0,Sb,41:57.3,+50:14:08.24,0.873,0.175,95.56833053,80.89255755,79155.34308,6541.514041,280.4885542,50.23562222
